M/W,Season,Match,Y/M/D,Pool,Phase,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2023,6,2023/9/17,A,Preliminary,Ningbo,China,Dominican Republic,Canada,3,2,25,22,23,25,15,17,25,25,18,12,SET 3,21,18,2,1,,18,6,17,41,2,5,3,10,1,2,22,25,7,2,14,23,19,5,24,1,0,41,42
Women,2023,6,2023/9/17,A,Preliminary,Ningbo,China,Dominican Republic,Canada,3,2,25,22,23,25,15,17,25,25,18,12,SET 4,21,16,4,1,,16,3,15,34,4,6,6,16,1,3,20,24,3,1,14,18,17,2,21,0,1,32,33
Women,2023,6,2023/9/17,A,Preliminary,Ningbo,China,Dominican Republic,Canada,3,2,25,22,23,25,15,17,25,25,18,12,SET 5,10,6,4,0,,6,1,11,18,4,5,2,11,0,2,13,15,0,0,11,11,7,1,9,1,0,16,17
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Serbia,Ukraine,3,0,25,25,25,-,-,18,18,16,-,-,ALL SETS,62,44,9,9,,44,8,45,97,9,16,13,38,9,13,52,74,13,2,35,50,42,6,52,3,1,91,95
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Serbia,Ukraine,3,0,25,25,25,-,-,18,18,16,-,-,SET 1,21,13,5,3,,13,3,20,36,5,4,4,13,3,5,17,25,4,1,12,17,16,3,22,1,0,34,35
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Serbia,Ukraine,3,0,25,25,25,-,-,18,18,16,-,-,SET 2,20,14,4,2,,14,4,17,35,4,8,4,16,2,1,21,24,5,0,13,18,15,2,18,2,1,33,36
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Serbia,Ukraine,3,0,25,25,25,-,-,18,18,16,-,-,SET 3,21,17,0,4,,17,1,8,26,0,4,5,9,4,7,14,25,4,1,10,15,11,1,12,0,0,24,24
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Ukraine,Serbia,0,3,18,18,16,-,-,25,25,25,-,-,ALL SETS,31,27,2,2,,27,18,40,85,2,13,16,31,2,3,48,53,3,9,49,61,35,11,53,8,1,71,80
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Ukraine,Serbia,0,3,18,18,16,-,-,25,25,25,-,-,SET 1,10,9,0,1,,9,7,14,30,0,5,9,14,1,1,16,18,2,3,15,20,18,3,22,3,1,26,30
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Ukraine,Serbia,0,3,18,18,16,-,-,25,25,25,-,-,SET 2,13,12,1,0,,12,8,16,36,1,4,6,11,0,1,18,19,1,2,20,23,12,2,16,4,0,29,33
Women,2023,7,2023/9/17,A,Preliminary,Ningbo,China,Ukraine,Serbia,0,3,18,18,16,-,-,25,25,25,-,-,SET 3,8,6,1,1,,6,3,10,19,1,4,1,6,1,1,14,16,0,4,14,18,5,6,15,1,0,16,17
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,China,Mexico,3,0,25,25,25,-,-,14,18,7,-,-,ALL SETS,59,43,8,8,,43,4,23,70,8,14,12,34,8,5,62,75,15,2,19,36,37,4,43,25,2,44,71
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,China,Mexico,3,0,25,25,25,-,-,14,18,7,-,-,SET 1,19,14,3,2,,14,2,3,19,3,2,3,8,2,3,20,25,6,1,6,13,8,1,11,8,1,12,21
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,China,Mexico,3,0,25,25,25,-,-,14,18,7,-,-,SET 2,19,13,2,4,,13,2,14,29,2,9,4,15,4,2,19,25,6,1,9,16,15,1,16,8,1,20,29
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,China,Mexico,3,0,25,25,25,-,-,14,18,7,-,-,SET 3,21,16,3,2,,16,0,6,22,3,3,5,11,2,0,23,25,3,0,4,7,14,2,16,9,0,12,21
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,Mexico,China,0,3,14,18,7,-,-,25,25,25,-,-,ALL SETS,29,25,2,2,,25,19,39,83,2,8,7,17,2,4,34,40,15,8,47,70,22,14,40,30,1,54,85
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,Mexico,China,0,3,14,18,7,-,-,25,25,25,-,-,SET 1,9,7,1,1,,7,8,9,24,1,1,1,3,1,1,12,14,5,2,15,22,4,5,10,11,0,13,24
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,Mexico,China,0,3,14,18,7,-,-,25,25,25,-,-,SET 2,13,11,1,1,,11,5,13,29,1,2,5,8,1,3,15,19,3,4,16,23,13,4,18,8,0,22,30
Women,2023,8,2023/9/17,A,Preliminary,Ningbo,China,Mexico,China,0,3,14,18,7,-,-,25,25,25,-,-,SET 3,7,7,0,0,,7,6,17,30,0,5,1,6,0,0,7,7,7,2,16,25,5,5,12,11,1,19,31
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Canada,Serbia,0,3,19,17,21,-,-,25,25,25,-,-,ALL SETS,40,32,7,1,,32,14,38,84,7,14,15,36,1,7,50,58,10,8,47,65,23,19,59,10,1,69,80
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Canada,Serbia,0,3,19,17,21,-,-,25,25,25,-,-,SET 1,15,11,4,0,,11,5,16,32,4,5,8,17,0,4,15,19,2,2,18,22,9,7,20,1,0,27,28
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Canada,Serbia,0,3,19,17,21,-,-,25,25,25,-,-,SET 2,12,10,2,0,,10,3,15,28,2,2,1,5,0,1,17,18,4,4,13,21,7,9,24,7,0,20,27
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Canada,Serbia,0,3,19,17,21,-,-,25,25,25,-,-,SET 3,13,11,1,1,,11,6,7,24,1,7,6,14,1,2,18,21,4,2,16,22,7,3,15,2,1,22,25
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Serbia,Canada,3,0,25,25,25,-,-,19,17,21,-,-,ALL SETS,62,45,9,8,,45,14,38,97,9,11,18,38,8,9,57,74,11,1,39,51,39,10,53,11,0,81,92
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Serbia,Canada,3,0,25,25,25,-,-,19,17,21,-,-,SET 1,19,14,3,2,,14,5,15,34,3,5,8,16,2,3,20,25,1,0,14,15,14,2,19,2,0,30,32
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Serbia,Canada,3,0,25,25,25,-,-,19,17,21,-,-,SET 2,22,17,1,4,,17,3,11,31,1,3,7,11,4,3,17,24,5,0,12,17,15,4,20,6,0,25,31
Women,2023,9,2023/9/19,A,Preliminary,Ningbo,China,Serbia,Canada,3,0,25,25,25,-,-,19,17,21,-,-,SET 3,21,14,5,2,,14,6,12,32,5,3,3,11,2,3,20,25,5,1,13,19,10,4,14,3,0,26,29
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Dominican Republic,Ukraine,3,0,25,25,31,-,-,17,21,29,-,-,ALL SETS,67,55,11,1,,55,8,51,114,11,17,14,42,1,7,72,80,13,3,47,63,42,17,71,4,0,105,109
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Dominican Republic,Ukraine,3,0,25,25,31,-,-,17,21,29,-,-,SET 1,18,13,5,0,,13,2,13,28,5,2,5,12,0,2,23,25,0,1,15,16,8,5,15,1,0,25,26
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Dominican Republic,Ukraine,3,0,25,25,31,-,-,17,21,29,-,-,SET 2,20,16,4,0,,16,2,16,34,4,4,2,10,0,4,20,24,5,1,14,20,12,7,23,2,0,30,32
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Dominican Republic,Ukraine,3,0,25,25,31,-,-,17,21,29,-,-,SET 3,29,26,2,1,,26,4,22,52,2,11,7,20,1,1,29,31,8,1,18,27,22,5,33,1,0,50,51
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Ukraine,Dominican Republic,0,3,17,21,29,-,-,25,25,31,-,-,ALL SETS,55,48,4,3,,48,19,46,113,4,27,19,50,3,5,60,68,12,1,60,73,47,15,75,27,0,86,113
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Ukraine,Dominican Republic,0,3,17,21,29,-,-,25,25,31,-,-,SET 1,13,12,0,1,,12,10,9,31,0,7,6,13,1,1,15,17,2,0,21,23,9,6,20,10,0,22,32
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Ukraine,Dominican Republic,0,3,17,21,29,-,-,25,25,31,-,-,SET 2,17,14,2,1,,14,7,11,32,2,6,3,11,1,2,19,22,3,0,17,20,16,4,24,7,0,24,31
Women,2023,10,2023/9/19,A,Preliminary,Ningbo,China,Ukraine,Dominican Republic,0,3,17,21,29,-,-,25,25,31,-,-,SET 3,25,22,2,1,,22,2,26,50,2,14,10,26,1,2,26,29,7,1,22,30,22,5,31,10,0,40,50
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Mexico,Netherlands,0,3,18,18,17,-,-,25,25,25,-,-,ALL SETS,43,38,3,2,,38,20,54,112,3,13,18,34,2,4,48,54,17,5,49,71,45,20,76,20,0,99,119
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Mexico,Netherlands,0,3,18,18,17,-,-,25,25,25,-,-,SET 1,16,14,1,1,,14,6,15,35,1,5,7,13,1,3,14,18,6,3,16,25,13,2,19,7,0,30,37
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Mexico,Netherlands,0,3,18,18,17,-,-,25,25,25,-,-,SET 2,15,14,0,1,,14,7,20,41,0,3,5,8,1,0,18,19,6,0,17,23,18,12,30,5,0,38,43
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Mexico,Netherlands,0,3,18,18,17,-,-,25,25,25,-,-,SET 3,12,10,2,0,,10,7,19,36,2,5,6,13,0,1,16,17,5,2,16,23,14,6,27,8,0,31,39
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Netherlands,Mexico,3,0,25,25,25,-,-,18,18,17,-,-,ALL SETS,60,45,10,5,,45,8,58,111,10,15,24,49,5,3,66,74,13,2,35,50,54,14,76,29,1,86,116
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Netherlands,Mexico,3,0,25,25,25,-,-,18,18,17,-,-,SET 1,19,13,3,3,,13,3,20,36,3,4,8,15,3,0,22,25,3,1,11,15,18,6,25,7,0,29,36
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Netherlands,Mexico,3,0,25,25,25,-,-,18,18,17,-,-,SET 2,23,18,5,0,,18,1,15,34,5,8,9,22,0,1,23,24,6,1,12,19,16,5,24,12,0,23,35
Women,2023,11,2023/9/19,A,Preliminary,Ningbo,China,Netherlands,Mexico,3,0,25,25,25,-,-,18,18,17,-,-,SET 3,18,14,2,2,,14,4,23,41,2,3,7,12,2,2,21,25,4,0,12,16,20,3,27,10,1,34,45
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,China,Czechia,3,0,25,25,25,-,-,12,16,23,-,-,ALL SETS,61,51,7,3,,51,10,43,104,7,16,17,40,3,5,66,74,10,0,35,45,51,15,74,24,1,73,98
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,China,Czechia,3,0,25,25,25,-,-,12,16,23,-,-,SET 1,22,18,4,0,,18,1,16,35,4,3,5,12,0,0,25,25,4,0,7,11,22,5,28,9,1,24,34
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,China,Czechia,3,0,25,25,25,-,-,12,16,23,-,-,SET 2,21,18,2,1,,18,4,14,36,2,6,6,14,1,1,22,24,2,0,12,14,15,4,24,6,0,25,31
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,China,Czechia,3,0,25,25,25,-,-,12,16,23,-,-,SET 3,18,15,1,2,,15,5,13,33,1,7,6,14,2,4,19,25,4,0,16,20,14,6,22,9,0,24,33
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,Czechia,China,0,3,12,16,23,-,-,25,25,25,-,-,ALL SETS,37,35,2,0,,35,14,55,104,2,14,9,25,0,7,45,52,6,3,60,69,39,22,69,21,0,88,109
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,Czechia,China,0,3,12,16,23,-,-,25,25,25,-,-,SET 1,10,10,0,0,,10,6,19,35,0,5,4,9,0,1,11,12,3,0,22,25,13,9,23,8,0,31,39
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,Czechia,China,0,3,12,16,23,-,-,25,25,25,-,-,SET 2,11,11,0,0,,11,3,18,32,0,7,2,9,0,3,14,17,1,1,21,23,10,4,19,7,0,26,33
Women,2023,12,2023/9/19,A,Preliminary,Ningbo,China,Czechia,China,0,3,12,16,23,-,-,25,25,25,-,-,SET 3,16,14,2,0,,14,5,18,37,2,2,3,7,0,3,20,23,2,2,17,21,16,9,27,6,0,31,37
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Netherlands,Ukraine,3,0,25,25,25,-,-,23,21,16,-,-,ALL SETS,55,42,9,4,,42,9,40,91,9,18,27,54,4,9,61,74,12,3,38,53,41,9,57,12,1,82,95
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Netherlands,Ukraine,3,0,25,25,25,-,-,23,21,16,-,-,SET 1,20,18,1,1,,18,2,14,34,1,9,7,17,1,4,20,25,4,2,14,20,12,4,18,4,0,27,31
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Netherlands,Ukraine,3,0,25,25,25,-,-,23,21,16,-,-,SET 2,18,14,4,0,,14,5,18,37,4,3,12,19,0,4,20,24,3,0,17,20,18,4,27,4,1,36,41
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Netherlands,Ukraine,3,0,25,25,25,-,-,23,21,16,-,-,SET 3,17,10,4,3,,10,2,8,20,4,6,8,18,3,1,21,25,5,1,7,13,11,1,12,4,0,19,23
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Ukraine,Netherlands,0,3,23,21,16,-,-,25,25,25,-,-,ALL SETS,44,38,3,3,,38,18,54,110,3,11,15,29,3,10,50,63,9,4,52,65,39,14,55,8,0,102,110
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Ukraine,Netherlands,0,3,23,21,16,-,-,25,25,25,-,-,SET 1,17,15,0,2,,15,3,16,34,0,6,5,11,2,3,18,23,3,1,17,21,13,5,19,2,0,34,36
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Ukraine,Netherlands,0,3,23,21,16,-,-,25,25,25,-,-,SET 2,14,11,3,0,,11,7,25,43,3,3,6,12,0,4,20,24,3,0,17,20,17,5,23,4,0,36,40
Women,2023,13,2023/9/20,A,Preliminary,Ningbo,China,Ukraine,Netherlands,0,3,23,21,16,-,-,25,25,25,-,-,SET 3,13,12,0,1,,12,8,13,33,0,2,4,6,1,3,12,16,3,3,18,24,9,4,13,2,0,32,34
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Dominican Republic,Mexico,3,0,25,27,25,-,-,17,25,16,-,-,ALL SETS,52,40,8,4,,40,15,33,88,8,17,27,52,4,3,68,75,11,3,33,47,39,12,65,14,0,74,88
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Dominican Republic,Mexico,3,0,25,27,25,-,-,17,25,16,-,-,SET 1,15,10,5,0,,10,0,12,22,5,7,4,16,0,1,23,24,3,1,10,14,8,6,17,2,0,20,22
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Dominican Republic,Mexico,3,0,25,27,25,-,-,17,25,16,-,-,SET 2,19,16,2,1,,16,11,12,39,2,6,14,22,1,2,24,27,5,2,13,20,20,2,26,7,0,32,39
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Dominican Republic,Mexico,3,0,25,27,25,-,-,17,25,16,-,-,SET 3,18,14,1,3,,14,4,9,27,1,4,9,14,3,0,21,24,3,0,10,13,11,4,22,5,0,22,27
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Mexico,Dominican Republic,0,3,17,25,16,-,-,25,27,25,-,-,ALL SETS,48,37,8,3,,37,18,57,112,8,16,13,37,3,13,44,60,23,4,45,72,27,8,44,32,1,77,110
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Mexico,Dominican Republic,0,3,17,25,16,-,-,25,27,25,-,-,SET 1,16,15,0,1,,15,9,10,34,0,2,7,9,1,4,13,18,6,0,17,23,9,4,15,10,1,23,34
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Mexico,Dominican Republic,0,3,17,25,16,-,-,25,27,25,-,-,SET 2,18,10,6,2,,10,5,28,43,6,7,3,16,2,5,18,25,8,1,16,25,10,4,18,14,0,28,42
Women,2023,14,2023/9/20,A,Preliminary,Ningbo,China,Mexico,Dominican Republic,0,3,17,25,16,-,-,25,27,25,-,-,SET 3,14,12,2,0,,12,4,19,35,2,7,3,12,0,4,13,17,9,3,12,24,8,0,11,8,0,26,34
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Czechia,Serbia,1,3,20,22,32,20,-,25,25,30,25,-,ALL SETS,64,44,10,10,,44,21,59,124,10,17,25,52,10,10,75,95,7,5,71,83,34,15,68,11,1,110,122
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Czechia,Serbia,1,3,20,22,32,20,-,25,25,30,25,-,SET 1,12,7,3,2,,7,4,15,26,3,2,10,15,2,2,17,21,1,1,15,17,9,7,19,3,0,24,27
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Czechia,Serbia,1,3,20,22,32,20,-,25,25,30,25,-,SET 2,16,12,1,3,,12,6,20,38,1,5,7,13,3,2,17,22,4,2,15,21,12,3,21,2,0,31,33
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Czechia,Serbia,1,3,20,22,32,20,-,25,25,30,25,-,SET 3,23,16,4,3,,16,6,15,37,4,4,6,14,3,5,24,32,1,2,20,23,10,2,19,5,0,33,38
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Czechia,Serbia,1,3,20,22,32,20,-,25,25,30,25,-,SET 4,13,9,2,2,,9,5,9,23,2,6,2,10,2,1,17,20,1,0,21,22,3,3,9,1,1,22,24
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Serbia,Czechia,3,1,25,25,30,25,-,20,22,32,20,-,ALL SETS,85,68,12,5,,68,18,59,145,12,24,26,62,5,21,78,104,15,10,60,85,49,3,67,29,1,107,137
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Serbia,Czechia,3,1,25,25,30,25,-,20,22,32,20,-,SET 1,20,18,1,1,,18,4,16,38,1,4,6,11,1,7,16,24,6,2,11,19,16,1,19,3,0,34,37
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Serbia,Czechia,3,1,25,25,30,25,-,20,22,32,20,-,SET 2,19,15,2,2,,15,3,19,37,2,4,10,16,2,4,19,25,4,3,13,20,14,1,21,4,0,29,33
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Serbia,Czechia,3,1,25,25,30,25,-,20,22,32,20,-,SET 3,24,17,5,2,,17,6,17,40,5,10,8,23,2,7,21,30,4,3,20,27,11,0,15,12,0,28,40
Women,2023,15,2023/9/20,A,Preliminary,Ningbo,China,Serbia,Czechia,3,1,25,25,30,25,-,20,22,32,20,-,SET 4,22,18,4,0,,18,5,7,30,4,6,2,12,0,3,22,25,1,2,16,19,8,1,12,10,1,16,27
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,Canada,China,3,2,28,15,25,22,17,26,25,23,25,15,ALL SETS,90,76,11,3,,76,26,74,176,11,14,27,52,3,11,92,106,22,10,76,108,69,15,98,29,1,140,170
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,Canada,China,3,2,28,15,25,22,17,26,25,23,25,15,SET 1,24,19,4,1,,19,6,20,45,4,3,10,17,1,2,24,27,6,3,16,25,20,3,26,7,0,37,44
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,Canada,China,3,2,28,15,25,22,17,26,25,23,25,15,SET 2,13,13,0,0,,13,7,19,39,0,3,7,10,0,4,12,16,5,3,14,22,16,3,20,8,1,28,37
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,Canada,China,3,2,28,15,25,22,17,26,25,23,25,15,SET 3,19,16,2,1,,16,5,16,37,2,3,1,6,1,1,22,24,3,1,19,23,11,6,19,4,0,32,36
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,Canada,China,3,2,28,15,25,22,17,26,25,23,25,15,SET 4,20,18,1,1,,18,3,11,32,1,2,5,8,1,4,18,23,5,2,16,23,14,2,20,6,0,26,32
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,Canada,China,3,2,28,15,25,22,17,26,25,23,25,15,SET 5,14,10,4,0,,10,5,8,23,4,3,4,11,0,0,16,16,3,1,11,15,8,1,13,4,0,17,21
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,China,Canada,2,3,26,25,23,25,15,28,15,25,22,17,ALL SETS,94,66,18,10,,66,19,75,160,18,21,30,69,10,6,99,115,28,3,64,95,59,15,88,28,2,127,157
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,China,Canada,2,3,26,25,23,25,15,28,15,25,22,17,SET 1,21,15,3,3,,15,6,24,45,3,4,10,17,3,2,22,27,10,1,14,25,15,3,22,7,0,39,46
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,China,Canada,2,3,26,25,23,25,15,28,15,25,22,17,SET 2,18,10,5,3,,10,0,14,24,5,1,5,11,3,1,20,24,5,0,7,12,11,3,20,6,1,18,25
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,China,Canada,2,3,26,25,23,25,15,28,15,25,22,17,SET 3,21,16,4,1,,16,6,10,32,4,5,8,17,1,1,22,24,3,1,19,23,10,5,17,3,0,27,30
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,China,Canada,2,3,26,25,23,25,15,28,15,25,22,17,SET 4,19,16,1,2,,16,2,18,36,1,9,4,14,2,1,21,24,4,1,14,19,14,3,17,5,0,27,32
Women,2023,16,2023/9/20,A,Preliminary,Ningbo,China,China,Canada,2,3,26,25,23,25,15,28,15,25,22,17,SET 5,15,9,5,1,,9,5,9,23,5,2,3,10,1,1,14,16,6,0,10,16,9,1,12,7,1,16,24
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Dominican Republic,Serbia,3,1,25,18,25,25,-,23,25,23,17,-,ALL SETS,64,51,7,6,,51,17,60,128,7,24,26,57,6,11,76,93,9,3,62,74,51,16,75,11,0,113,124
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Dominican Republic,Serbia,3,1,25,18,25,25,-,23,25,23,17,-,SET 1,14,12,1,1,,12,5,22,39,1,5,4,10,1,5,19,25,1,0,19,20,15,3,22,3,0,33,36
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Dominican Republic,Serbia,3,1,25,18,25,25,-,23,25,23,17,-,SET 2,12,10,1,1,,10,2,11,23,1,6,6,13,1,3,14,18,5,2,13,20,6,6,15,1,0,22,23
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Dominican Republic,Serbia,3,1,25,18,25,25,-,23,25,23,17,-,SET 3,21,17,4,0,,17,6,19,42,4,7,7,18,0,1,25,26,1,0,20,21,19,4,23,4,0,38,42
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Dominican Republic,Serbia,3,1,25,18,25,25,-,23,25,23,17,-,SET 4,17,12,1,4,,12,4,8,24,1,6,9,16,4,2,18,24,2,1,10,13,11,3,15,3,0,20,23
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Serbia,Dominican Republic,1,3,23,25,23,17,-,25,18,25,25,-,ALL SETS,69,55,11,3,,55,17,61,133,11,26,27,64,3,15,71,89,17,6,59,82,55,8,70,25,1,108,134
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Serbia,Dominican Republic,1,3,23,25,23,17,-,25,18,25,25,-,SET 1,15,11,4,0,,11,7,14,32,4,6,9,19,0,3,20,23,4,1,15,20,16,0,21,10,1,23,34
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Serbia,Dominican Republic,1,3,23,25,23,17,-,25,18,25,25,-,SET 2,21,18,1,2,,18,2,11,31,1,8,5,14,2,5,18,25,7,1,7,15,15,0,15,5,0,25,30
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Serbia,Dominican Republic,1,3,23,25,23,17,-,25,18,25,25,-,SET 3,20,16,4,0,,16,5,20,41,4,7,7,18,0,2,21,23,4,0,21,25,17,4,21,6,0,35,41
Women,2023,17,2023/9/22,A,Preliminary,Ningbo,China,Serbia,Dominican Republic,1,3,23,25,23,17,-,25,18,25,25,-,SET 4,13,10,2,1,,10,3,16,29,2,5,6,13,1,5,12,18,2,4,16,22,7,4,13,4,0,25,29
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Canada,Ukraine,3,1,25,23,25,25,-,22,25,12,11,-,ALL SETS,78,60,9,9,,60,13,59,132,9,12,17,38,9,9,79,97,15,4,48,67,63,20,86,17,0,114,131
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Canada,Ukraine,3,1,25,23,25,25,-,22,25,12,11,-,SET 1,22,19,2,1,,19,4,17,40,2,4,6,12,1,3,20,24,4,0,19,23,16,6,24,6,0,34,40
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Canada,Ukraine,3,1,25,23,25,25,-,22,25,12,11,-,SET 2,20,16,4,0,,16,6,19,41,4,1,6,11,0,4,20,24,5,3,15,23,19,8,28,2,0,37,39
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Canada,Ukraine,3,1,25,23,25,25,-,22,25,12,11,-,SET 3,21,17,1,3,,17,3,15,35,1,5,4,10,3,0,21,24,1,0,10,11,20,3,23,4,0,32,36
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Canada,Ukraine,3,1,25,23,25,25,-,22,25,12,11,-,SET 4,15,8,2,5,,8,0,8,16,2,2,1,5,5,2,18,25,5,1,4,10,8,3,11,5,0,11,16
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Ukraine,Canada,1,3,22,25,12,11,-,25,23,25,25,-,ALL SETS,55,44,7,4,,44,24,67,135,7,16,25,48,4,4,63,71,19,9,60,88,50,31,87,5,0,125,130
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Ukraine,Canada,1,3,22,25,12,11,-,25,23,25,25,-,SET 1,18,15,3,0,,15,5,20,40,3,3,6,12,0,0,23,23,3,1,17,21,18,13,33,1,0,36,37
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Ukraine,Canada,1,3,22,25,12,11,-,25,23,25,25,-,SET 2,17,12,2,3,,12,6,22,40,2,3,9,14,3,1,20,24,6,0,14,20,15,10,27,3,0,35,38
Women,2023,18,2023/9/22,A,Preliminary,Ningbo,China,Ukraine,Canada,1,3,22,25,12,11,-,25,23,25,25,-,SET 3,11,9,2,0,,9,3,17,29,2,6,9,17,0,2,11,13,3,3,18,24,10,6,18,0,0,29,29
